date,momentum_v1,static_equal_weight,static_inverse_vol,voo
2011-10-20,100000.0000,100000.0000,100000.0000,100000.0000
2011-10-21,100034.1106,101460.0874,101262.5953,101924.8132
2011-10-24,100595.6391,103244.5915,102884.1586,103220.0108
2011-10-25,103304.5703,102578.6588,102524.9139,101223.2555
2011-10-26,103002.1585,103200.7001,102944.7199,102194.6560
2011-10-27,102010.2256,106247.7476,105580.5763,105720.4585
2011-10-28,102535.7458,106052.0819,105436.0958,105828.4027
2011-10-31,103724.7304,103960.7280,103678.9344,103112.0666
2011-11-01,105267.8099,102291.1755,102272.7093,100377.7693
2011-11-02,105132.4204,103436.0868,103231.2683,101960.7621
2011-11-03,105245.2489,104890.1267,104561.4807,103849.6175
2011-11-04,105035.7835,104454.0824,104213.6685,103256.0040
2011-11-07,106651.9071,105342.1254,105216.2924,103849.6175
2011-11-08,105535.5290,105973.6888,105712.3353,105090.8519
2011-11-09,106142.3735,102886.7416,103036.7620,101295.1977
2011-11-10,105073.1424,103060.6264,103093.7791,102212.6349
2011-11-11,105638.7066,104755.4197,104622.6256,104209.4345
2011-11-14,106224.9142,103996.6372,103964.9371,103202.0142
2011-11-15,106204.0098,104468.9398,104424.1329,103741.6910
2011-11-16,106100.4421,103221.9258,103357.8664,102068.7329
2011-11-17,105145.0403,101591.9546,101718.6115,100431.7326
2011-11-18,105293.9952,101624.9427,101736.2711,100287.8128
2011-11-21,104322.8364,99814.4386,100110.0077,98488.9405
2011-11-22,105480.7094,100058.6982,100462.3613,97967.2869
2011-11-23,105857.7062,98375.8788,98980.1885,95898.5452
2011-11-25,104623.6229,97607.3708,98193.7743,95610.7324
2011-11-28,105604.8294,100282.2089,100560.5912,98470.9705
2011-11-29,105244.6059,100359.4144,100721.4685,98758.8099
2011-11-30,105430.8512,103594.8935,103485.6634,102806.2749
2011-12-01,104896.0853,103237.2357,103154.5367,102734.2884
2011-12-02,105703.4643,103544.9890,103512.6977,102680.3606
2011-12-05,104823.6140,104063.9075,103830.6452,103795.6631
2011-12-06,104572.6106,103844.4006,103697.5568,103885.6018
2011-12-07,105140.2787,104046.5260,103852.0853,104227.3690
2011-12-08,104757.7719,102096.3379,102145.6767,101978.7941
2011-12-09,103768.4823,103151.2749,102969.3173,103705.7509
2011-12-12,103003.3309,101471.1787,101457.5137,102212.6349
2011-12-13,102414.9017,100614.8310,100730.9977,101241.2433
2011-12-14,101729.2023,99209.1873,99258.3851,100107.9531
2011-12-15,101351.1912,99332.8258,99278.9445,100485.7312
2011-12-16,102888.5134,99972.5231,99965.4515,100557.6645
2011-12-19,103485.3400,99143.3999,99305.1838,99532.3008
2011-12-20,102724.5212,101301.0039,101200.4886,102500.4743
2011-12-21,102012.8798,100447.0184,100502.6756,102806.2749
2011-12-22,101896.1022,100834.3397,100839.5059,103777.6665
2011-12-23,101372.0017,101195.3201,101167.6610,104597.4559
2011-12-27,101022.8448,101117.9547,101138.2415,104706.0381
2011-12-28,100827.3660,99979.3904,100099.8476,103421.1812
2011-12-29,100715.2265,100666.2842,100693.2640,104362.1885
2011-12-30,101401.6815,100698.7853,100738.7033,103964.0568
2012-01-03,101131.3096,102448.9831,102402.0750,105502.2662
2012-01-04,100541.4054,102335.5414,102363.3598,105683.2248
2012-01-05,100415.1786,102144.7100,102173.0939,106027.0743
2012-01-06,100567.6154,101910.2885,102047.8719,105809.9010
2012-01-09,100597.3251,102024.1079,102097.9609,105972.7566
2012-01-10,100865.1083,103128.0950,103081.8707,106877.6024
2012-01-11,101309.9429,103332.5703,103298.6330,106986.1669
2012-01-12,101278.2978,103392.8945,103267.6642,107221.4165
2012-01-13,101499.7665,102982.3012,102922.2974,106768.9936
2012-01-17,102024.7899,103754.4302,103667.6774,107058.5343
2012-01-18,101862.4411,104760.2301,104463.1896,108252.9120
2012-01-19,101391.4060,105103.9644,104702.9504,108832.0023
2012-01-20,100932.1976,105027.1610,104569.2044,108832.0023
2012-01-23,100624.7801,105312.3806,104874.4465,108940.5845
2012-01-24,100653.5460,105260.7464,104798.5835,108777.7378
2012-01-25,100849.1010,106352.0655,105888.0832,109736.8570
2012-01-26,101293.9356,106491.3632,106080.4116,109175.8696
2012-01-27,101213.7348,106905.4886,106468.4245,109031.0549
2012-01-30,101615.7460,106340.0948,105994.8563,108669.1379
2012-01-31,102091.5662,106733.9663,106360.7218,108614.8822
2012-02-01,101627.8431,107609.1474,107016.5614,109646.3866
2012-02-02,102007.8008,107961.0256,107337.0542,109863.5244
2012-02-03,99884.5629,108606.8180,107797.1582,111419.7836
2012-02-06,100303.7883,108511.7921,107810.0091,111256.9015
2012-02-07,100301.6471,108705.4058,107943.2250,111600.7865
2012-02-08,100018.9559,108945.4933,108148.0130,111836.0006
2012-02-09,99481.1799,108925.6197,108134.0610,111962.6858
2012-02-10,99946.0743,107987.8290,107378.8709,111202.6547
2012-02-13,100116.5601,108790.8030,108069.9191,112053.1385
2012-02-14,100301.6071,108603.5609,107965.3662,111890.3095
2012-02-15,100471.1970,108474.4691,107838.4793,111401.6718
2012-02-16,100000.7787,109297.7945,108534.2257,112614.1524
2012-02-17,99810.7400,109350.1592,108575.6989,112885.6345
2012-02-21,100199.6351,109572.3732,108846.1383,112957.9931
2012-02-22,101399.1498,109833.9686,109194.3229,112577.9908
2012-02-23,101420.8092,110315.9281,109635.2548,113120.8664
2012-02-24,101563.1859,110688.3724,110006.9434,113283.7220
2012-02-27,101907.2093,110446.5447,109827.6176,113482.7923
2012-02-28,102209.0111,111005.0403,110312.9331,113880.9241
2012-02-29,99380.7332,109626.0589,108975.7464,113265.6191
2012-03-01,99357.7059,110377.5280,109642.7642,114007.5915
2012-03-02,99819.7278,109923.3677,109228.2414,113699.9390
2012-03-05,99188.7253,109266.5267,108611.7601,113211.3634
2012-03-06,99117.2443,107494.8929,107008.3924,111437.8954
2012-03-07,99005.4528,108164.2790,107634.2427,112324.6117
2012-03-08,98859.4777,109257.8180,108626.6891,113410.3806
2012-03-09,99254.6479,109620.2436,108975.7365,113844.7537
2012-03-12,98907.8458,109376.2812,108834.0356,113898.9828
2012-03-13,97200.4440,110222.6970,109711.3885,115943.9151
2012-03-14,95098.6194,109109.8376,108747.0277,115853.4358
2012-03-15,95570.0162,109704.6059,109270.1357,116450.6114
2012-03-16,95733.8938,109961.8841,109518.1629,116613.4935
2012-03-19,95159.9907,109975.0952,109512.3572,117102.0691
2012-03-20,94998.8983,109232.4411,108864.3313,116776.3757
2012-03-21,95628.9877,109282.9787,108902.7412,116595.3906
2012-03-22,95639.8609,108625.8607,108302.4768,115690.5271
2012-03-23,96661.0049,109338.4165,108942.9203,116142.9766
2012-03-26,97116.6113,110658.2606,110208.8788,117715.3096
2012-03-27,97213.1214,110375.7046,109988.2099,117388.1009
2012-03-28,96689.9902,109598.7329,109269.7791,116824.6679
2012-03-29,97045.2781,109286.8756,108982.2214,116624.6761
2012-03-30,96320.3226,109500.3439,109166.2755,117006.3973
2012-04-02,97165.7711,110496.4065,110151.0374,117951.5959
2012-04-03,96480.8666,109476.9016,109272.3420,117497.1882
2012-04-04,96207.3144,108164.7883,108067.5514,116261.1197
2012-04-05,96843.3543,108412.1018,108286.8529,116224.7455
2012-04-09,97312.0091,108020.3031,107799.5044,114934.1821
2012-04-10,96838.4525,106899.7279,106582.1181,112934.7331
2012-04-11,96632.2278,107382.9114,107067.2449,113861.7313
2012-04-12,97116.7972,108700.6423,108309.8417,115424.9287
2012-04-13,96882.8392,107682.0133,107310.5312,114043.5050
2012-04-16,96192.7366,107442.8426,107077.1236,113916.2439
2012-04-17,97304.4364,108438.0374,108152.2969,115661.2593
2012-04-18,97275.7206,107964.5529,107704.9982,115261.3642
2012-04-19,96672.9770,107584.2598,107269.5227,114516.1220
2012-04-20,96526.1252,107970.1480,107625.8155,114697.9135
2012-04-23,96304.8986,107069.5338,106759.0950,113716.3406
2012-04-24,95721.7822,107182.2944,106839.0246,114134.3919
2012-04-25,96984.9790,108177.1507,107932.6161,115733.9812
2012-04-26,97557.7306,108870.8774,108600.5729,116533.8069
2012-04-27,97933.5344,109195.7772,108926.3740,116770.1110
2012-04-30,97533.9456,108902.4073,108625.0949,116261.1197
2012-05-01,97255.2765,109018.0781,108752.4333,117024.5712
2012-05-02,97724.7578,108807.2838,108527.6616,116661.0326
2012-05-03,97168.0136,107892.9252,107671.9035,115806.6943
2012-05-04,96264.8232,106626.3399,106386.9786,113916.2439
2012-05-07,96318.7714,106728.5003,106457.0548,114007.1485
2012-05-08,96383.2435,106022.9145,105851.0874,113516.4019
2012-05-09,96261.3296,105240.5012,105095.4512,112880.1762
2012-05-10,96023.4080,105426.0507,105268.0043,113080.1414
2012-05-11,96402.5534,105037.3721,104943.7400,112716.5940
2012-05-14,96601.2452,103964.5330,103951.5300,111516.8998
2012-05-15,96633.4866,103537.5955,103582.6952,110898.8655
2012-05-16,96441.6236,103037.9069,103167.1728,110426.2396
2012-05-17,96273.4718,102513.4410,102583.4637,108753.9638
2012-05-18,95671.3370,102095.5461,102126.6301,107899.6432
2012-05-21,96873.4106,103566.6155,103547.7101,109717.3451
2012-05-22,96274.9797,102782.7892,102834.4950,109953.6581
2012-05-23,96702.5882,102589.2213,102643.4223,109953.6581
2012-05-24,96202.4091,102393.2513,102535.3146,110153.5790
2012-05-25,96322.5784,102430.0268,102543.1553,109899.1454
2012-05-29,96778.8872,103128.3267,103198.5231,111153.3612
2012-05-30,97603.6398,102315.8303,102369.7519,109553.7629
2012-05-31,97972.7055,102365.8521,102376.3300,109281.0846
2012-06-01,97790.3505,101309.1904,101265.5263,106609.0533
2012-06-04,97741.2992,101479.6119,101413.7891,106572.6879
2012-06-05,97253.8661,101614.4847,101506.9496,107190.7399
2012-06-06,97334.8418,103159.8209,102972.6287,109753.7016
2012-06-07,97215.8958,102892.7186,102719.9258,109735.5367
2012-06-08,97669.0982,103169.5734,103040.8741,110644.3788
2012-06-11,97072.0102,102162.4723,102077.9165,109299.2407
2012-06-12,97200.4661,103139.8886,102981.7028,110571.6923
2012-06-13,97351.5191,102755.4235,102619.6036,109844.5796
2012-06-14,97466.7732,103412.8422,103311.0609,111062.4300
2012-06-15,98230.6675,104291.5648,104104.7777,112044.0383
2012-06-18,98955.6834,104453.2060,104206.5782,112280.3512
2012-06-19,98813.5703,105200.7696,104875.3566,113425.4974
2012-06-20,99096.4503,104959.0647,104552.6360,113243.7236
2012-06-21,98120.2190,102705.9635,102413.3021,110753.4660
2012-06-22,97966.2968,103251.3568,102941.5413,111553.2386
2012-06-25,97737.3928,102485.9155,102290.5841,109780.8339
2012-06-26,97842.7773,102740.8176,102537.0680,110310.7193
2012-06-27,98216.0399,103443.6955,103221.7659,111297.4492
2012-06-28,97795.5828,102977.0879,102752.4032,111041.6244
2012-06-29,98664.9471,105799.1473,105495.9786,113800.7413
2012-07-02,99020.2843,106173.6377,105834.3774,114111.3888
2012-07-03,98930.5414,107377.2795,106945.2463,114860.5564
2012-07-05,99070.0870,106992.7403,106619.2788,114367.2313
2012-07-06,99176.1923,105850.2675,105575.8412,113307.3719
2012-07-09,99510.4586,106053.9662,105833.1707,113161.2458
2012-07-10,99435.0266,105190.5062,105030.9262,112119.6843
2012-07-11,99436.7337,105411.7981,105252.1973,112137.9379
2012-07-12,99713.0654,104971.9793,104918.6773,111553.2297
2012-07-13,100290.1004,106194.7410,106075.8764,113453.5777
2012-07-16,100415.0070,106289.6190,106199.0990,113197.8061
2012-07-17,100401.7487,106540.9017,106399.4014,114001.7522
2012-07-18,100825.5472,107043.9016,106900.4106,114824.0138
2012-07-19,100894.3197,107598.0158,107412.4738,115116.3635
2012-07-20,101071.0404,106850.9078,106808.5969,114056.5838
2012-07-23,100864.3356,105495.5908,105586.7978,112923.6923
2012-07-24,100786.4540,104978.2660,105127.5696,112028.3366
2012-07-25,101062.6336,105409.2338,105576.0690,111955.2337
2012-07-26,101453.8168,106547.6136,106606.6630,113782.4966
2012-07-27,101269.8536,107961.7654,107820.1935,115975.1943
2012-07-30,101716.1880,107991.8283,107913.0443,115920.3715
2012-07-31,101583.8629,107478.2117,107415.5743,115171.1951
2012-08-01,101153.7836,107051.6922,106963.9680,115043.2871
2012-08-02,100931.8721,106336.6932,106312.8308,114239.2879
2012-08-03,100953.4443,108066.9474,107825.6882,116468.5371
2012-08-06,100896.2511,108572.4428,108266.6841,116779.1492
2012-08-07,100384.2025,108911.6244,108515.9908,117309.0523
2012-08-08,100249.8850,108944.0158,108532.7434,117436.9780
2012-08-09,100140.9067,109237.6386,108784.2268,117564.8505
2012-08-10,100563.1656,109342.5049,108914.6260,117747.6078
2012-08-13,100409.7994,108924.0732,108528.1971,117656.2601
2012-08-14,99913.3910,108725.7694,108293.2983,117711.0563
2012-08-15,99288.6615,108781.2377,108302.8679,117838.9466
2012-08-16,99131.0045,109468.6368,108896.3531,118642.9635
2012-08-17,99349.2523,109693.1938,109130.3916,118917.0596
2012-08-20,99403.8912,109764.2957,109211.8332,118880.4815
2012-08-21,99376.5913,110014.8184,109446.2994,118515.0378
2012-08-22,99972.4496,110395.4249,109867.4603,118533.3180
2012-08-23,99843.1401,110009.0192,109536.3880,117601.4374
2012-08-24,100177.1777,110147.6263,109707.6521,118332.3248
2012-08-27,100428.2962,110046.4231,109650.4418,118332.3248
2012-08-28,100558.1885,110139.6618,109755.3055,118222.6882
2012-08-29,100279.0530,109934.6612,109541.5218,118332.3248
2012-08-30,100254.5989,109307.0497,109003.7750,117436.9780
2012-08-31,101177.9437,110418.8379,110125.8990,118058.2819
2012-09-04,101099.2779,110368.6863,110073.4059,117747.6078
2012-09-05,100786.5388,110090.6804,109807.2682,117747.6078
2012-09-06,100842.3771,111325.8687,110900.0805,120196.0771
2012-09-07,100518.7850,112313.2899,111751.7872,120689.4819
2012-09-10,100066.4636,111669.4051,111155.8067,119976.8747
2012-09-11,99647.3988,112021.4777,111427.5723,120305.7492
2012-09-12,99094.5353,112154.6916,111465.1193,120689.4819
2012-09-13,99493.1761,113648.3455,112871.1495,122608.0747
2012-09-14,98465.5587,114071.9981,113119.1810,123119.6711
2012-09-17,99116.4336,113330.6243,112460.1837,122754.2717
2012-09-18,99422.5909,113319.4926,112512.9918,122626.3549
2012-09-19,99859.2650,113233.8522,112465.6987,122717.6936
2012-09-20,99946.5416,113080.5305,112353.9586,122699.4666
2012-09-21,99890.3174,113289.5076,112544.9913,122626.3549
2012-09-24,100042.7527,112499.1963,111926.9523,122466.5386
2012-09-25,99935.6675,111803.9245,111328.6818,121217.6394
2012-09-26,100158.2922,111311.5016,110910.2850,120446.3106
2012-09-27,100381.2875,112397.6432,111895.4976,121621.7347
2012-09-28,100037.3132,111815.7962,111373.1310,121070.7424
2012-10-01,100014.2717,112228.6515,111725.9307,121291.1500
2012-10-02,100090.2143,112214.5929,111698.6738,121456.4069
2012-10-03,100424.8452,111956.0272,111508.0348,121952.2839
2012-10-04,99971.2295,112679.2164,112182.1078,122888.9848
2012-10-05,99059.9590,112341.1308,111867.3782,122852.2739
2012-10-08,99016.8145,111911.4537,111484.5797,122484.9251
2012-10-09,98138.9162,111092.4736,110682.1179,121291.1500
2012-10-10,98240.9007,110823.8018,110389.4935,120464.6085
2012-10-11,98432.9284,111346.3431,110848.3959,120538.1013
2012-10-12,98536.6780,110920.4195,110431.4219,120115.7170
2012-10-15,98777.9835,111219.5810,110716.4693,121125.8222
2012-10-16,98773.4665,111895.8043,111365.7928,122356.3614
2012-10-17,98287.1873,112187.6442,111612.4302,122925.6869
2012-10-18,97415.9538,111727.8601,111177.3621,122613.5153
2012-10-19,96910.4353,110334.1219,109806.8845,120519.7591
2012-10-22,96840.8232,110510.9374,109929.4508,120593.2342
2012-10-23,97085.0344,109389.4289,108857.9837,118830.0361
2012-10-24,96428.8758,109089.4627,108532.2741,118572.8999
2012-10-25,96177.9516,109488.3434,108917.4042,118903.5023
2012-10-26,97035.8476,109542.4643,108984.0171,118811.6762
2012-10-31,97037.7504,109666.2225,109136.2389,118701.4281
2012-11-01,97169.9001,110315.3451,109760.1917,120097.2951
2012-11-02,95621.0340,109082.6372,108509.4922,119013.6795
2012-11-05,96117.3348,109532.6983,108936.7973,119289.1933
2012-11-06,97133.0972,110365.5963,109796.4363,120170.7702
2012-11-07,96090.0246,109047.6728,108417.9078,117544.4171
2012-11-08,95827.4843,108541.2822,107858.8008,115983.2400
2012-11-09,95967.6848,108805.6024,108106.2051,116111.8214
2012-11-12,95848.4286,108729.3238,108024.9394,116277.1049
2012-11-13,95429.8981,108346.7167,107664.5968,115854.6941
2012-11-14,94916.5447,107505.3607,106788.8532,114440.4937
2012-11-15,94449.1549,107263.7937,106514.3692,113999.7053
2012-11-16,94577.2331,107545.4988,106819.5739,114587.4173
2012-11-19,96231.3720,109178.1842,108450.3763,116919.9410
2012-11-20,96100.0832,108924.0206,108234.3361,117048.4426
2012-11-21,96243.9256,109125.7370,108448.4215,117305.6231
2012-11-23,97554.1029,110338.6672,109665.3020,118793.2808
2012-11-26,97698.3692,110430.5726,109735.4881,118646.3661
2012-11-27,97323.9109,110107.3268,109418.5502,118076.9874
2012-11-28,97066.8504,110379.4747,109713.8655,118958.5732
2012-11-29,97534.7518,111014.0194,110326.0590,119491.2055
2012-11-30,97114.1295,110891.8288,110227.5787,119381.0194
2012-12-03,97241.4955,110801.0345,110139.6676,118958.5732
2012-12-04,97487.1494,110697.2583,110020.6501,118738.2277
2012-12-05,97638.7847,110710.4972,110035.0837,118995.3196
2012-12-06,97960.3807,110927.2691,110257.2802,119362.6772
2012-12-07,97832.3278,110882.7901,110240.0912,119729.9729
2012-12-10,98058.2261,111182.4063,110529.8884,119803.4657
2012-12-11,98001.8199,111580.5591,110906.2100,120574.8300
2012-12-12,97395.7661,111463.6076,110767.1733,120666.6650
2012-12-13,97139.6278,110849.0810,110155.7508,119932.0116
2012-12-14,97396.1562,110987.9415,110279.1309,119546.3118
2012-12-17,97109.1685,111364.1132,110645.8813,120978.8720
2012-12-18,97145.0473,111798.0203,111035.9960,122209.4555
2012-12-19,96918.1902,111632.4556,110843.2045,121309.5010
2012-12-20,97173.6107,111474.8386,110698.8893,122062.4788
2012-12-21,97222.3926,111018.7608,110276.4557,120923.7923
2012-12-24,96439.7805,110628.3548,109850.2825,120572.3400
2012-12-26,96230.0570,110537.8844,109741.9872,119998.8942
2012-12-27,96312.5808,110724.9339,109909.5417,119887.8929
2012-12-28,95920.3485,110223.7059,109383.9416,118555.9843
2012-12-31,95920.2942,111371.1987,110500.0896,120590.7797
2013-01-02,96323.8711,113015.1841,112095.5512,123569.0990
2013-01-03,95666.2411,112196.2471,111277.8470,123458.0623
2013-01-04,95298.8628,112359.7908,111437.3077,123976.0120
2013-01-07,95405.4268,112012.2345,111081.3973,123643.0260
2013-01-08,95452.0678,111960.0885,111047.2104,123273.0897
2013-01-09,95539.4552,112254.2727,111328.7205,123643.0260
2013-01-10,95986.2209,112917.4449,111993.4351,124549.4578
2013-01-11,95820.0379,112827.6135,111895.7289,124604.9629
2013-01-14,95962.2318,112980.3010,112068.4583,124493.9882
2013-01-15,95523.4589,113021.6847,112135.4500,124549.4578
2013-01-16,95754.8442,112957.3333,112067.8713,124549.4578
2013-01-17,96187.1221,113493.4160,112601.0952,125326.4223
2013-01-18,96426.6679,113711.0132,112820.1920,125677.8656
2013-01-22,96647.7909,113980.8300,113085.7159,126288.2972
2013-01-23,96970.0317,113888.6698,112983.7137,126473.2963
2013-01-24,96329.0268,113626.1992,112737.6333,126547.2587
2013-01-25,96437.3885,113701.2635,112783.6987,127250.1898
2013-01-28,96516.0235,113470.1510,112548.3474,127102.2295
2013-01-29,96821.9788,113896.5675,112986.1476,127620.1792
2013-01-30,97330.0411,113816.3087,112936.6748,127120.7666
2013-01-31,97213.9772,113749.9052,112842.7712,126824.7574
2013-02-01,97772.6668,114249.5195,113305.5113,128045.6471
2013-02-04,96779.7089,113420.6613,112560.5591,126639.7849
2013-02-05,97176.0221,113894.1370,112980.5092,127934.6724
2013-02-06,97102.0823,114029.6466,113121.9478,128045.6471
2013-02-07,96561.0370,113631.4183,112720.2118,127879.1673
2013-02-08,97065.8996,114207.6273,113250.3993,128582.1073
2013-02-11,96844.8697,113947.8424,112965.7176,128526.6377
2013-02-12,97118.2139,114062.8311,113088.7526,128730.0853
2013-02-13,97293.4984,114088.3654,113079.1938,128841.0511
2013-02-14,96966.2656,114081.8631,113061.6776,129026.0946
2013-02-15,96587.6582,113656.6357,112612.4239,128859.5883
2013-02-19,96927.0869,114007.0819,112909.2223,129747.5096
2013-02-20,95925.4945,112693.2524,111627.2394,128138.1378
2013-02-21,94658.5543,112016.4199,111001.7712,127527.7239
2013-02-22,95297.8073,112735.4350,111667.0217,128637.5592
2013-02-25,94032.2888,111846.7670,110875.2717,126214.2993
2013-02-26,94253.4621,112305.2588,111329.7140,127065.2616
2013-02-27,94481.9891,112777.7524,111720.0823,128656.1052
2013-02-28,94236.0498,112495.6266,111414.2136,128508.1183
2013-03-01,93762.7248,112555.7245,111450.2434,128841.0511
2013-03-04,94050.2208,112525.4183,111387.0081,129562.5282
2013-03-05,94698.7894,113393.8430,112232.3809,130672.4166
2013-03-06,94857.8061,113392.2272,112203.2885,130912.8942
2013-03-07,95065.8762,113524.4919,112359.5470,131153.4161
2013-03-08,95206.5346,113796.4303,112635.3302,131671.3303
2013-03-11,95396.2535,113898.4798,112733.4000,132152.3032
2013-03-12,95096.4135,113843.0562,112706.8039,131856.2940
2013-03-13,94955.7480,113608.4494,112448.8928,132041.2931
2013-03-14,95689.9215,114136.5095,112973.5630,132744.2685
2013-03-15,95744.9821,114042.7947,112901.2400,132559.2694
2013-03-18,94986.2854,113614.7326,112449.0269,131837.7923
2013-03-19,94784.3873,113460.7603,112270.5629,131523.3966
2013-03-20,95243.2440,113865.2909,112686.3053,132429.7488
2013-03-21,94674.2662,113411.1529,112260.5992,131356.8903
2013-03-22,94992.4574,113775.8500,112606.4013,132314.0512
2013-03-25,94105.2814,113392.9451,112263.1219,131942.2896
2013-03-26,94496.8913,113986.9211,112892.8376,132927.3891
2013-03-27,94160.3419,114246.1192,113174.1871,132853.0280
2013-03-28,94405.1214,114127.8457,112997.1917,133150.4018
2013-04-01,93985.3213,113609.7954,112537.3870,132778.7199
2013-04-02,94262.0019,113521.8145,112417.7731,133429.1676
2013-04-03,93714.8298,112544.1553,111412.8685,132091.0208
2013-04-04,93943.7100,112953.7080,111783.3881,132611.4339
2013-04-05,93700.2072,113188.5130,112016.1367,132091.0208
2013-04-08,94053.9273,113405.6393,112233.6091,132908.8166
2013-04-09,94386.8478,113898.0321,112737.1541,133392.0136
2013-04-10,94990.2478,114411.6449,113167.2697,135027.5873
2013-04-11,95088.1049,114556.0367,113276.6400,135473.6657
2013-04-12,95073.4823,113677.9810,112375.7982,135176.3185
2013-04-15,93804.2415,110461.0789,109184.7901,132091.0208
2013-04-16,94636.5336,111730.7706,110420.7384,133949.6161
2013-04-17,94116.3503,110502.1195,109245.5599,131979.5234
2013-04-18,93964.5156,110505.2993,109319.8658,130901.4724
2013-04-19,94782.1792,111368.0551,110132.3171,132295.4609
2013-04-22,95135.9053,112012.0140,110760.3742,132890.2706
2013-04-23,95697.6999,112527.0782,111194.5695,134302.7519
2013-04-24,95531.2367,113094.4833,111752.3121,134339.8970
2013-04-25,95629.0939,113901.7696,112566.2282,134934.6358
2013-04-26,95587.4766,113637.6747,112298.2005,134637.2886
2013-04-29,96003.6197,114539.8945,113199.3860,135510.8552
2013-04-30,96107.6539,114913.3179,113497.4195,135938.3167
2013-05-01,95925.1021,113863.2625,112389.2952,134711.6054
2013-05-02,96343.1988,114815.2795,113324.7851,135919.7530
2013-05-03,95791.2134,115442.9098,113907.5008,137202.1732
2013-05-06,95638.5748,115572.6082,114010.3896,137629.6436
2013-05-07,95704.6871,115612.1028,114119.0384,138335.8887
2013-05-08,95802.9927,116311.6016,114707.9552,139060.7772
2013-05-09,95630.5777,115761.4315,114246.8321,138651.8617
2013-05-10,95315.3832,115609.3732,114121.5499,139135.1296
2013-05-13,95049.8897,115207.9906,113766.4118,139116.4861
2013-05-14,95178.8995,115486.6283,114075.3982,140584.8092
2013-05-15,95872.8610,115430.0424,114214.8986,141384.0235
2013-05-16,95935.3261,115174.2461,113980.2784,140733.5493
2013-05-17,95906.6886,115376.2063,114319.1468,142071.6517
2013-05-20,95809.3371,115962.8471,114708.7685,142071.6517
2013-05-21,96257.8519,115825.1242,114693.9511,142257.5546
2013-05-22,95359.2815,114734.4588,113634.3909,141309.6711
2013-05-23,95402.4308,114755.9709,113553.5668,140807.8838
2013-05-24,95571.9856,114399.2229,113263.8455,140621.9809
2013-05-28,94859.2664,114630.4638,113471.2014,141625.6353
2013-05-29,94648.6368,114115.3624,112874.2096,140547.6729
2013-05-30,94633.4986,114509.0820,113165.0136,141160.9665
2013-05-31,93747.8319,112955.3401,111697.2582,139097.9490
2013-06-03,94123.4706,114064.2656,112711.5213,139822.8109
2013-06-04,93807.9734,113426.7308,112135.5543,139395.3316
2013-06-05,92979.7904,112436.7440,111067.4832,137257.9529
2013-06-06,93348.3034,113106.3880,111702.5187,138335.8887
2013-06-07,94241.7792,113134.7277,111989.6266,140268.8628
2013-06-10,94215.9207,112981.5644,111796.2123,140213.1096
2013-06-11,93748.8163,112103.2588,110919.4097,138781.9583
2013-06-12,93249.7119,111513.9212,110242.2069,137703.9871
2013-06-13,93985.4392,112877.1680,111671.7837,139692.6789
2013-06-14,93722.9577,112353.6764,111106.1306,138837.7469
2013-06-17,94196.2092,112868.6681,111699.2637,139952.9164
2013-06-18,94649.7322,113230.1717,112174.4692,141030.9319
2013-06-19,93644.0834,111696.0979,110656.6474,139153.7730
2013-06-20,92046.8745,108114.0340,107302.0769,135622.3703
2013-06-21,92467.1102,108230.3773,107346.6397,136049.8231
2013-06-24,91500.8958,106687.7565,105800.5661,134329.4322
2013-06-25,91836.1158,107259.5930,106410.4045,135674.4196
2013-06-26,92624.8589,107449.3582,106923.5815,136944.5408
2013-06-27,92855.3404,108001.6657,107581.4984,137859.9577
2013-06-28,92500.4032,108263.6898,107658.7583,137000.6484
2013-07-01,92845.1614,109121.8372,108450.2786,138028.0678
2013-07-02,92515.1698,108661.2991,108108.3695,137822.5999
2013-07-03,92503.2363,108796.5826,108257.4050,137953.3876
2013-07-05,92773.1750,108394.0417,107993.4688,139485.1197
2013-07-08,93102.9899,109005.5102,108573.5170,140213.6413
2013-07-09,93498.9083,109795.9614,109324.2712,141278.4008
2013-07-10,93624.8810,109796.5155,109346.7753,141315.8029
2013-07-11,95424.4998,112032.3095,111385.1898,143314.5608
2013-07-12,95046.5746,111928.2542,111338.8912,143351.9186
2013-07-15,95442.4930,112431.3326,111805.7499,143874.9545
2013-07-16,95352.5134,112438.3173,111765.2430,143333.1954
2013-07-17,95604.4589,112563.0811,111955.5717,143688.1832
2013-07-18,96006.4346,112572.1250,111948.7400,144510.1347
2013-07-19,95934.4482,112714.2625,112038.9442,144771.6482
2013-07-22,96294.3733,113436.9655,112534.9550,145033.1351
2013-07-23,96384.3529,113579.1599,112586.7686,144734.2904
2013-07-24,96318.4262,112734.9390,111864.3130,144192.5579
2013-07-25,96378.2955,113192.1399,112242.7324,144454.0625
2013-07-26,96000.3772,113105.5142,112174.8281,144640.8959
2013-07-29,95412.5571,112502.2365,111613.2205,144211.2191
2013-07-30,95388.5066,112420.3377,111578.6554,144229.9334
2013-07-31,95520.5367,112553.3407,111763.8949,144267.3089
2013-08-01,96627.3166,113045.2027,112293.1020,146023.2056
2013-08-02,96691.0632,113336.3687,112565.7058,146247.3525
2013-08-05,96921.0088,112994.8599,112271.7177,146154.0288
2013-08-06,96243.9351,112264.1428,111606.4311,145275.9963
