date,100_pct_voo,95_5,90_10,80_20,70_30,100_pct_momentum,100_pct_vti
2015-01-16,176839.8786,173013.2390,169248.1814,161901.1664,154795.4052,111483.0309,178759.3701
2015-01-20,177280.1266,173518.5733,169815.5080,162583.5071,155581.3111,112722.1246,179017.1369
2015-01-21,178208.3299,174339.0100,170532.2435,163104.6756,155922.0988,112168.0411,179824.7850
2015-01-22,180935.5561,176919.4144,172970.6092,165272.9137,157838.1496,112757.2988,182557.2867
2015-01-23,179940.3640,176075.6859,172272.1988,164847.2990,157662.5221,113786.1993,181732.3540
2015-01-26,180294.3770,176384.7869,172538.1199,165031.8998,157772.2628,113527.8570,182488.5278
2015-01-27,177930.7691,174104.1219,170338.1907,162986.9771,155873.9855,112447.4674,180357.5873
2015-01-28,175586.4073,171992.6203,168450.8568,161522.6781,154800.2675,113322.5394,177917.2951
2015-01-29,177289.6964,173575.6966,169917.7402,162768.9197,155841.0030,113297.1111,179618.6190
2015-01-30,175107.8977,171612.4266,168165.0251,161414.0709,154854.1505,114158.9438,177178.3110
2015-02-02,177117.4571,173483.3623,169901.8465,162895.8576,156097.9377,114158.4518,179171.7811
2015-02-03,179701.1535,175834.2489,172028.1141,164596.7981,157404.3364,113457.4672,181921.3618
2015-02-04,179088.6662,175268.6644,171507.7652,164162.0628,157048.9744,113505.9581,181285.5635
2015-02-05,180906.8643,176948.2483,173053.6192,165454.6969,158106.6914,113365.2859,183279.1127
2015-02-06,180399.6984,176371.3247,172410.3179,164688.4362,157229.9692,112011.4378,182729.1365
2015-02-09,179576.7456,175585.6051,171660.6772,164007.5851,156613.5726,111739.9709,181818.3342
2015-02-10,181490.5712,177397.7718,173374.5339,165534.5835,157966.2582,112178.3245,183674.2707
2015-02-11,181615.0145,177537.9822,173529.7167,165717.4116,158173.8053,112490.1420,183760.2193
2015-02-12,183299.1463,179140.5851,175053.4026,167090.8790,159406.8445,112979.2152,185530.2705
2015-02-13,184102.9594,179881.6767,175734.1155,167657.6429,159868.3749,112913.5447,186406.7250
2015-02-17,184399.6243,180095.8666,175869.4389,167645.6862,159722.4665,112145.4829,186698.8712
2015-02-18,184437.8860,180163.6915,175965.4136,167793.8747,159917.6732,112548.0540,186801.9937
2015-02-19,184313.5490,180043.0151,175848.3102,167683.6608,159814.0158,112481.9155,186750.4245
2015-02-20,185433.1135,181126.3506,176896.3567,168663.8812,160729.9674,113036.5984,187798.7129
2015-02-23,185385.2289,181136.3236,176961.5170,168831.6912,160990.5945,113715.6784,187781.5390
2015-02-24,185930.7096,181703.2347,177548.5125,169454.9744,161645.2477,114476.3279,188211.1398
2015-02-25,185729.7430,181523.8020,177389.7593,169335.0999,161561.0815,114566.3534,188142.4125
2015-02-26,185519.2243,181292.2096,177138.1886,169046.7405,161239.9620,114110.3116,188022.1161
2015-02-27,184878.0453,180712.5430,176617.6327,168637.4333,160932.9880,114306.3758,187351.9067
2015-03-02,186093.3968,181793.7407,177569.9794,169347.4771,161420.4238,113707.0872,188503.3176
2015-03-03,185299.1181,181018.6753,176813.7633,168627.8833,160736.0439,113232.5440,187729.9540
2015-03-04,184523.9968,180282.3696,176114.9860,168000.4148,160175.0758,113020.4826,186973.8277
2015-03-05,184725.0342,180471.7860,176293.1858,168157.3582,160312.2706,113055.8526,187265.9897
2015-03-06,182112.5751,177898.4980,173758.9846,165701.0116,157933.2474,111194.1100,184671.0690
2015-03-09,182887.6965,178670.2723,174527.0503,166460.6366,158683.1664,111849.7608,185358.4049
2015-03-10,179882.8918,175850.2930,171885.3190,164156.2805,156691.6952,111458.6080,182540.0653
2015-03-11,179461.8721,175464.0130,171532.4795,163866.5444,156460.2236,111518.4698,182402.6108
2015-03-12,181777.6840,177641.6164,173576.6118,165657.5343,158015.7897,111856.4846,184688.1797
2015-03-13,180667.5829,176577.8721,172557.8249,164724.5772,157163.4042,111439.0867,183657.0968
2015-03-16,183136.4945,178970.2766,174875.6131,166898.6795,159201.0068,112701.6997,185959.9503
2015-03-17,182514.5260,178436.1322,174425.6785,166606.6794,159053.5474,113246.8358,185599.0452
2015-03-18,184686.7372,180582.4692,176545.9312,168674.2125,161067.7551,114882.3475,187729.9540
2015-03-19,183835.0749,179775.7567,175782.6928,167993.6197,160464.2765,114683.6907,187059.7130
2015-03-20,185500.1201,181364.9438,177298.3583,169369.0651,161708.2903,115223.6583,188623.5982
2015-03-23,185167.3379,181041.4581,176983.9620,169072.2374,161428.2376,115040.8147,188297.0567
2015-03-24,184090.1110,180066.8025,176107.9581,168382.1420,160909.4563,115370.0668,187300.3375
2015-03-25,181406.5870,177430.7126,173518.8557,165885.6492,158503.7131,113544.5851,184379.0335
2015-03-26,180954.6249,176927.0551,172966.0594,165241.9852,157778.6324,112473.2797,184016.4680
2015-03-27,181329.7093,177347.5200,173429.6372,165785.2220,158393.1613,113389.5297,184517.1048
2015-03-30,183589.9630,179477.5335,175433.7734,167550.3247,159935.5850,113772.2291,186865.2810
2015-03-31,181974.1315,177937.6802,173967.5012,166224.2214,158740.6533,113275.2655,185173.2398
2015-04-01,181387.4119,177415.0565,173506.4801,165879.1581,158502.2661,113560.4152,184827.9272
2015-04-02,181926.0342,177874.2869,173889.4864,166118.9257,158610.5903,113032.2847,185414.9713
2015-04-06,183205.2024,179077.5815,175019.5013,167109.9377,159472.3041,113224.8208,186692.5772
2015-04-07,182714.6242,178648.9097,174650.2449,166852.2791,159316.9941,113564.6940,186071.0114
2015-04-08,183378.4341,179304.3144,175297.2030,167482.2418,159929.8604,114058.2108,186865.2810
2015-04-09,184176.6649,180021.5055,175936.4756,167974.7519,160287.2315,113749.3063,187521.3053
2015-04-10,185186.5839,180985.1657,176855.3268,168808.2151,161040.7483,114076.3898,188401.9346
2015-04-13,184349.7726,180201.8535,176123.6151,168174.1808,160497.3093,113995.9962,187659.5031
2015-04-14,184686.4536,180530.0780,176443.5504,168478.0310,160785.7199,114193.0418,187935.7405
2015-04-15,185532.7816,181342.5606,177223.1775,169194.8403,161443.4408,114529.1150,188885.3343
2015-04-16,185465.4738,181252.4409,177111.3257,169042.6513,161254.9001,114180.2225,188799.0378
2015-04-17,183310.9845,179224.3766,175205.3104,167367.9966,159795.2660,113830.0478,186606.3123
2015-04-20,184984.5895,180812.9358,176711.5813,168717.7334,160998.8112,114262.9389,188125.6181
2015-04-21,184801.8233,180644.9676,176557.8574,168590.8879,160896.7818,114284.9832,188073.8750
2015-04-22,185715.5478,181456.4988,177271.2343,169119.6891,161256.0188,113817.0524,188868.0813
2015-04-23,186196.5207,181939.2992,177755.4602,169605.6157,161742.2037,114273.1181,189455.0621
2015-04-24,186571.5697,182380.2280,178258.9925,170224.8772,162465.1341,115438.5747,189662.2401
2015-04-27,185831.0415,181679.9628,177597.6441,169637.4402,161946.5694,115279.4789,188678.1562
2015-04-28,186407.9963,182149.0787,177963.4017,169809.4896,161941.5432,114432.4260,189178.8405
2015-04-29,185648.2222,181362.2173,177151.1970,168951.6282,161044.3993,113407.5626,188350.0808
2015-04-30,183801.5450,179577.3656,175426.5338,167342.5493,159544.7117,112519.4936,186312.7587
2015-05-01,185725.1885,181363.4107,177080.0654,168745.8311,160716.6618,112526.7996,188022.0212
2015-05-04,186302.2142,181867.9858,177515.2157,169050.8983,160902.8257,112145.5292,188678.1562
2015-05-05,184128.5676,179764.9513,175480.9393,167148.7132,159125.7250,111069.8896,186433.5928
2015-05-06,183387.9685,178974.0818,174642.7117,166224.1628,158125.4822,109785.0571,185915.6239
2015-05-07,184128.5676,179744.6908,175441.3486,167073.1566,159017.6376,110815.2699,186623.5337
2015-05-08,186542.6652,182055.9154,177652.9298,169094.8580,160861.5386,111708.4119,188971.6308
2015-05-11,185648.2222,181107.0644,176652.9415,168002.0097,159687.7362,110241.0912,188177.3929
2015-05-12,185109.6176,180595.6815,176167.8368,167566.7221,159298.7616,110092.2666,187624.9497
2015-05-13,185167.3379,180626.8698,176173.7519,167525.7245,159215.4635,109820.2739,187728.5308
2015-05-14,187100.5335,182502.6311,177993.4854,169237.5245,160824.6649,110844.8543,189593.2282
2015-05-15,187292.8872,182762.0913,178316.5938,169677.9630,161369.8111,111831.3880,189817.6909
2015-05-18,187870.0370,183250.4677,178720.0990,169923.0089,161470.7487,111260.4625,190525.5690
2015-05-19,187773.7538,183119.6332,178556.4930,169698.9884,161192.8096,110755.1368,190439.1935
2015-05-20,187648.8143,183013.9762,178469.2513,169646.0735,161171.0424,110877.2344,190318.4068
2015-05-21,188216.2879,183622.8832,179117.1103,170364.7027,161951.4345,111884.4149,190801.8539
2015-05-22,187802.6760,183236.1363,178756.2127,170052.5598,161684.2893,111842.9192,190439.1935
2015-05-26,185782.8733,181374.8703,177047.2012,168629.8621,160524.7098,111975.8514,188453.6777
2015-05-27,187494.8640,183052.5490,178691.0074,170207.2464,162037.4431,113085.5968,190180.2565
2015-05-28,187321.7563,182870.5413,178500.6447,170001.7434,161818.7865,112820.5491,190007.5527
2015-05-29,186100.2729,181716.5242,177411.7263,169036.1428,160967.6957,112559.1865,188729.9784
2015-06-01,186533.0954,182096.8244,177741.6933,169271.7858,161117.1034,112296.6087,189196.1409
2015-06-02,186340.7417,181916.7535,177573.4528,169125.8930,160991.8791,112275.8778,189057.9589
2015-06-03,186850.5304,182384.5892,178000.9816,169477.5809,161273.8198,112214.5832,189714.0781
2015-06-04,185330.7694,180877.3899,176506.8166,168010.8010,159836.0174,111009.4765,188194.7091
2015-06-05,184955.7382,180498.5053,176124.5326,167623.0180,159444.3654,110626.9260,188039.3216
2015-06-08,183811.1325,179384.2948,175040.0659,166596.1202,158472.5389,109976.7697,186882.5023
2015-06-09,183763.0707,179302.6045,174926.4104,166423.3354,158246.7179,109521.4829,186727.1306
2015-06-10,185946.3581,181452.6713,177043.2926,168474.0246,160231.5578,111064.2752,189006.1684
2015-06-11,186523.4724,181978.6867,177520.2764,168858.9320,160532.0199,110954.1779,189541.3744
2015-06-12,185157.6972,180672.1190,176271.0132,167718.7413,159493.8023,110457.9292,188298.3377
2015-06-15,184301.6753,179813.1748,175409.9088,166855.4882,158631.1098,109657.9572,187435.0088
2015-06-16,185378.9022,180847.6225,176402.8857,167769.3352,159470.7221,110097.1090,188470.9149
2015-06-17,185696.3727,181180.9305,176751.0196,168144.2129,159868.6733,110572.9725,188781.6899
2015-06-18,187533.3205,182992.8673,178537.8301,169880.4999,161554.1943,111906.7082,190646.4506
2015-06-19,186446.5415,181911.8732,177463.1254,168819.7944,160509.2316,111007.1277,189817.6909
2015-06-22,187724.0084,183185.5772,178732.3196,170077.8563,161753.5510,112100.9793,190974.4944
2015-06-23,187859.2975,183351.7496,178927.7761,170327.2688,162051.0725,112599.7816,191164.3720
2015-06-24,186516.1001,182059.0160,177684.0290,169177.1840,160989.1032,112018.6590,189714.0781
2015-06-25,185936.2920,181496.8989,177139.1633,168665.5326,160508.9987,111717.6345,189127.0657
2015-06-26,185936.2920,181389.6868,176929.8874,168267.0027,159940.1128,110397.7792,189019.5311
2015-06-29,182003.4258,177537.0435,173156.4150,164648.7042,156472.7502,107868.5845,185066.0848
2015-06-30,182476.9555,178045.8993,173698.5033,165251.2351,157128.1142,108719.7126,185568.9197
2015-07-01,183858.7159,179381.6633,174989.5120,166456.3613,158252.0381,109390.9995,186782.7482
2015-07-02,183723.5508,179258.1144,174877.1091,166364.8896,158179.7633,109412.1132,186539.9730
2015-07-06,183192.0173,178751.0166,174393.6400,165926.3303,157783.1062,109236.1588,186054.4068
2015-07-07,184322.5694,179813.9689,175391.4681,166801.0932,158543.9822,109419.0591,187077.4562
2015-07-08,181191.6556,176803.6324,172498.0824,164131.0409,156083.6848,108095.8785,183956.3593
2015-07-09,181520.2731,177104.8053,172772.9092,164356.3580,156263.5491,108053.6511,184337.8857
2015-07-10,183829.8114,179338.9372,174933.6385,166376.1422,158149.9514,109193.8376,186574.6371
2015-07-13,185888.0175,181355.7026,176909.4872,168271.7380,159967.4144,110524.0525,188690.0799
2015-07-14,186709.3576,182159.1119,177695.2433,169023.0169,160685.3131,111037.9356,189539.7614
2015-07-15,186632.0546,182093.8061,177641.4033,168990.5724,160672.3112,111115.2568,189296.9862
2015-07-16,188062.1426,183509.3195,179042.0121,170360.4671,162010.4230,112213.2159,190614.7595
2015-07-17,188284.4287,183810.9192,179418.9028,170876.3356,162650.5519,113381.6442,190666.7556
2015-07-20,188371.4078,183913.2580,179535.8062,171020.0728,162818.2099,113649.0046,190684.1668
2015-07-21,187627.2999,183219.6764,178890.8653,170466.9390,162349.8841,113606.8710,189851.8648
2015-07-22,187260.1371,182805.2776,178431.7157,169925.4645,161735.1961,112691.8121,189574.3780
2015-07-23,186187.5534,181786.5873,177465.0955,169057.6808,160959.4515,112396.2047,188481.9688
2015-07-24,184245.3019,179923.0309,175677.8464,167416.0825,159454.5481,111629.1398,186505.2931
2015-07-27,183201.6757,178902.0872,174679.2333,166461.0816,158541.7716,110974.4954,185274.1484
2015-07-28,185424.1994,181017.8265,176691.6979,168277.2154,160174.6895,111643.1200,187476.2831
2015-07-29,186738.3329,182261.1292,177866.6314,169322.5663,161099.6226,111945.8610,188759.4555
2015-07-30,186767.3083,182318.3620,177950.7384,169456.4270,161278.1639,112318.8835,188915.5230
2015-07-31,186448.4732,182015.2577,177662.8361,169197.3911,161046.0233,112227.3837,188724.6966
2015-08-03,185868.6829,181457.6352,177126.7295,168702.4130,160589.7245,111981.7607,188048.4462
2015-08-04,185501.4847,181104.5416,176787.3247,168389.1732,160301.0886,111827.0598,187736.3745
2015-08-05,186148.8842,181753.8522,177438.0021,169041.0305,160952.1843,112430.4440,188360.6445
2015-08-06,184728.4191,180334.1917,176020.0965,167629.3380,159550.0697,111167.5455,186817.3806
2015-08-07,184245.3019,179878.1810,175590.2355,167248.9967,159215.6893,111069.3207,186279.8816
2015-08-10,186583.7092,182119.1936,177736.8593,169215.6045,161013.5427,111960.7132,188603.3880
2015-08-11,184873.3844,180451.0639,176110.1101,167669.2084,159544.3493,110950.0484,186904.1041
2015-08-12,185037.6489,180625.0632,176293.2591,167868.9717,159758.5946,111216.6579,187094.8515
2015-08-13,184834.7152,180426.6183,176099.2312,167683.5640,159581.5246,111090.3681,186834.7443
2015-08-14,185549.8301,181098.8635,176730.1573,168236.3550,160061.9410,111202.2793,187545.7220
2015-08-17,186583.7092,182110.0478,177719.0037,169181.5893,160964.9700,111847.7583,188742.1393
2015-08-18,186013.6482,181549.5172,177167.9505,168649.3200,160451.2366,111455.2078,188256.5415
2015-08-19,184544.8200,180146.5037,175828.6244,167431.1768,159346.3325,110950.3945,186574.6371
2015-08-20,180670.0286,176378.8611,172165.7323,163970.7319,156079.1658,108803.1264,182517.1510
2015-08-21,174939.7698,170798.2682,166731.6821,158820.5595,151200.8663,105519.5957,177263.2792
2015-08-24,167808.5225,163960.2425,160177.9006,152809.0907,145698.0564,102755.2542,170136.6132
2015-08-25,165769.5270,162046.9070,158385.7837,151246.4872,144348.3944,102495.6570,168107.9255
2015-08-26,172350.0657,168432.5988,164581.1966,157074.7731,149827.0032,105968.9711,174211.4788
2015-08-27,176563.2218,172489.0664,168485.3771,160687.2543,153164.4074,107792.8076,178425.0324
2015-08-28,176563.2218,172488.5331,168484.3351,160685.2669,153161.5657,107786.1414,178563.7520
2015-08-31,175007.3967,170971.0670,167004.4929,159278.4981,151825.0236,106867.0299,177228.5993
2015-09-01,169663.7771,165865.2043,162128.9437,154841.8654,147799.3827,105035.5330,172026.6920
2015-09-02,173084.4620,169040.2537,165067.2299,157332.4560,149875.4214,105012.1599,175269.2239
2015-09-03,173229.4274,169176.6341,165195.3294,157444.8775,149973.2977,105035.5330,175477.3034
2015-09-04,170543.1210,166682.4659,162886.1055,155484.6449,148335.3179,105012.1599,172980.3183
2015-09-08,174910.7768,170737.8101,166640.5073,158670.2481,150994.5534,105012.1599,177349.9236
2015-09-09,172552.9817,168551.3437,164618.8265,156959.1498,149569.7701,105012.1599,174922.3932
2015-09-10,173519.2871,169446.1685,165444.8474,157655.3434,150146.0979,104988.7779,175824.0076
2015-09-11,174244.0604,170120.4276,166070.4745,158189.1746,150595.1317,105012.1599,176621.7088
2015-09-14,173586.9494,169510.9457,165506.8165,157711.9228,150197.5835,105012.1599,175945.3952
2015-09-15,175848.1068,171606.7185,167443.4458,159348.3941,151557.0906,104988.7779,178164.9094
2015-09-16,177384.5796,173031.1614,168760.1791,160462.2393,152484.0516,104988.7779,179673.4459
2015-09-17,176920.6906,172601.2825,168362.9778,160126.5318,152204.9125,104988.7779,179430.7340
2015-09-18,174060.4082,169950.3546,165913.2411,158055.5152,150482.4213,104988.7779,176586.9814
2015-09-21,174957.0487,170783.9420,166686.1409,158713.9107,151035.1035,105012.1599,177297.9275
2015-09-22,172674.2173,168666.9802,164728.7192,157057.1974,149655.6142,105012.1599,174922.3932
2015-09-23,172363.2862,168376.5728,164458.0900,156823.9555,149456.9802,104988.7779,174575.6416
2015-09-24,171829.0412,167880.7792,163999.3216,156435.0911,149132.7078,104988.7779,173951.4032
2015-09-25,171712.4487,167772.5614,163899.1698,156350.1734,149061.8733,104988.7779,173599.3381
2015-09-28,167389.5940,163761.9448,160189.2799,153208.2496,146444.9934,105012.1599,168946.0470
2015-09-29,167476.9808,163843.1631,160264.5449,153272.2362,146498.5102,105012.1599,168911.2564
2015-09-30,170692.4636,166829.7685,163030.2831,155619.6172,148457.6183,104988.7779,172048.2147
2015-10-01,171168.4212,167273.5364,163443.0133,155973.6271,148757.2154,105011.9420,172396.8324
2015-10-02,173645.6798,169573.3813,165571.9196,157779.5069,150264.2519,105011.9420,174906.3737
2015-10-05,176763.9579,172464.4173,168244.2589,160039.2876,152143.2676,104988.9609,178130.6090
2015-10-06,176171.3547,171915.1378,167736.6221,159610.0607,151786.2241,104988.9609,177555.4728
2015-10-07,177647.9450,173284.0086,169001.9269,160680.2854,152676.7676,104988.9609,179158.7979
2015-10-08,179211.9576,174733.3214,170341.0306,161811.9889,153617.6840,104988.9609,180709.9213
2015-10-09,179309.0915,174823.2925,170424.1238,161882.1513,153675.9672,104988.9609,180953.8825
2015-10-12,179522.8001,175021.2367,170606.9310,162036.5020,153804.1777,104988.9609,180988.7680
2015-10-13,178328.0414,173914.6767,169585.0514,161173.7948,153087.6603,104988.9609,179664.2106
2015-10-14,177492.5592,173140.6118,168869.9829,160569.7043,152585.6001,104988.9609,178740.5674
2015-10-15,180154.3030,175607.2681,171149.1757,162496.0743,154187.3610,104988.9609,181441.8998
2015-10-16,180882.8334,176281.9035,171772.0786,163021.7717,154623.8264,104988.9609,182138.9613
2015-10-19,181096.5775,176479.7955,171954.7589,163175.8823,154751.7266,104988.9609,182348.1319
2015-10-20,180863.4456,176262.0356,171751.7695,163000.6919,154602.1163,104965.9885,182138.9613
2015-10-21,179688.0393,175175.7371,170750.9566,162160.3716,153908.9506,104988.9609,180709.9213
2015-10-22,182796.6412,178054.7493,173409.5481,164404.6703,155772.7873,104988.9609,183358.9730
2015-10-23,184788.0888,179897.5478,175109.8114,165837.5338,156960.7158,104988.9609,185276.0461
2015-10-26,184350.8891,179491.2321,174733.1086,165516.3856,156690.4595,104965.9885,184840.2937
2015-10-27,183991.4885,179158.8020,174426.5233,165258.2401,156476.6268,104965.9885,184230.3669
2015-10-28,186128.7343,181135.8559,176250.0486,166793.9524,157748.9700,104965.9885,186652.7736
2015-10-29,186060.6644,181072.9241,176192.0372,166745.1533,157708.5863,104965.9885,186374.0218
2015-10-30,185118.4431,180201.8092,175389.0157,166069.6281,157149.5349,104965.9885,185659.4544
2015-11-02,187313.8523,182287.0801,177368.1485,167848.0691,158742.0522,105607.0270,188099.3987
2015-11-03,187906.4733,182857.8792,177917.7862,168357.3065,159213.3549,105872.5704,188569.9100
2015-11-04,187372.1397,182363.8637,177462.3775,167974.1754,158896.2424,105872.1414,188116.8098
2015-11-05,187138.9901,182131.0279,177230.0408,167743.3587,158667.5870,105671.6887,187907.6392
2015-11-06,187061.3149,182063.6693,177172.5110,167704.0827,158644.7893,105723.4200,187942.4930
2015-11-09,185312.6931,180379.5274,175550.8992,166201.8561,157254.6679,104941.4263,186060.3054
2015-11-10,185662.3111,180686.1142,175816.4576,166391.1254,157374.9470,104747.0123,186478.5359
2015-11-11,184953.1862,180023.2881,175198.0521,165856.1384,156916.4918,104663.3766,185676.8655
2015-11-12,182476.0694,177671.5813,172967.1704,163853.6311,155125.4414,103952.0882,182905.7937
2015-11-13,180368.0471,175599.5274,170930.9633,161888.6800,153231.0484,102522.6148,180971.3411
2015-11-16,183136.6717,178248.2701,173463.8406,164201.4863,155338.6906,103551.1779,183602.9658
2015-11-17,182913.1983,178044.9398,173279.7654,164053.3615,155223.2723,103589.5498,183376.3841
2015-11-18,185856.6851,180885.7470,176020.8546,166603.6480,157593.8536,104973.3306,186304.2508
2015-11-19,185759.5690,180801.0051,175947.9057,166552.6115,157562.6129,105031.9537,186060.3054
2015-11-20,186449.2175,181480.9438,176618.0592,167203.0076,158193.0650,105522.9673,186861.9917
2015-11-23,186235.5089,181265.5737,176401.3010,166984.2494,157973.2704,105316.4710,186670.2796
2015-11-24,186536.7284,181537.9380,176646.0982,167177.6249,158119.9271,105244.9176,187158.2179
2015-11-25,186478.4055,181489.5928,176607.2438,167156.3515,158114.4648,105309.5793,187297.6966
2015-11-27,186662.9793,181669.7557,176783.0729,167323.7419,158273.7189,105419.9287,187576.4958
2015-11-30,185905.1900,180952.9553,176105.7143,166720.7916,157739.4802,105232.4064,186774.8254
2015-12-01,187702.4408,182677.4606,177759.8215,168240.9223,159134.3627,105960.4933,188535.0245
2015-12-02,185720.6871,180805.8140,175994.0769,166674.8215,157752.4333,105503.6362,186565.7338
2015-12-03,183078.3489,178255.6516,173533.4387,164385.5005,155624.4888,104262.2454,183777.1877
2015-12-04,186672.6909,181724.9913,176881.3552,167501.0089,158521.0146,105954.5292,187158.2179
2015-12-07,185497.2669,180609.2415,175823.1040,166551.4541,157672.1236,105619.9350,185694.2924
2015-12-08,184312.0780,179512.9406,174811.9843,165699.9923,156966.7252,105619.4583,184578.9688
2015-12-09,182932.5861,178140.8138,173447.9834,164354.3753,155642.0936,104492.9383,182992.9916
2015-12-10,183350.3981,178555.9000,173860.1368,164760.0851,156040.6581,104828.0119,183533.2106
2015-12-11,179697.7332,175034.1664,170465.5047,161608.4921,153117.7547,103155.5027,179925.6461
2015-12-14,180776.0765,176077.8624,171475.4705,162553.6805,154001.6282,103696.0022,180570.4426
2015-12-15,182660.6078,177858.2005,173155.5009,164044.3501,155317.2868,104126.6438,182505.0059
2015-12-16,185225.2531,180322.9204,175523.4138,166227.7208,157327.7461,105208.1244,185154.0417
2015-12-17,182524.6452,177733.1163,173040.8208,163949.1118,155239.7599,104133.0797,182435.2982
2015-12-18,179134.3179,174460.7148,169882.9747,161010.5449,152507.8251,102537.7868,179333.0672
2015-12-21,180719.3487,175993.4031,171364.7454,162394.6438,153799.6191,103315.8945,180758.0588
2015-12-22,182351.3071,177543.2277,172835.3901,163715.4911,154981.5959,103785.6136,182388.0778
2015-12-23,184540.3187,179613.6374,174791.6302,165456.2236,156523.1699,104319.6821,184666.6253
2015-12-24,184217.8329,179314.9414,174515.7261,165223.0228,156329.0173,104313.7180,184438.8418
2015-12-28,183817.1757,178940.5354,174166.5114,164921.1288,156070.5538,104268.2046,184035.6661
2015-12-29,185869.3563,180936.1132,176106.7471,166754.3906,157801.6668,105407.1220,185998.6944
2015-12-30,184501.2241,179614.5940,174830.5264,165564.9319,156694.0353,104751.2673,184596.5381
2015-12-31,182673.8106,177846.1555,173119.4838,163964.0657,155197.3936,103837.0912,182808.7437
2016-01-04,180113.5248,175348.8025,170683.8996,161648.5661,152997.4420,102326.5199,180074.4709
2016-01-05,180435.9929,175636.2318,170937.8793,161840.2270,153132.5870,102200.3389,180477.6624
2016-01-06,178149.2627,173460.5366,168869.2478,159974.2168,151454.5219,101489.4000,178058.8455
2016-01-07,173810.2987,169255.2004,164794.1376,156149.5982,147867.5202,99244.9133,173694.6644
2016-01-08,171963.3025,167497.8376,163123.2356,154642.4186,146512.3181,98673.7851,171714.0826
2016-01-11,171982.9207,167534.0278,163175.1160,154723.1426,146618.6808,98886.2976,171608.8568
2016-01-12,173409.6593,168923.0151,164527.1425,156003.5793,147830.5705,99696.6765,172783.1821
2016-01-13,169168.4849,164792.7751,160505.5542,152192.5554,144221.3095,97272.5295,168331.3128
2016-01-14,171914.4786,167352.8930,162887.2084,154238.7244,145959.2858,97495.6560,170907.7628
2016-01-15,168230.3750,163945.8611,159745.6231,151594.4727,143769.7647,97495.6560,167314.6997
2016-01-19,168416.0121,164119.5202,159907.7686,151734.9367,143890.2626,97517.0084,167139.4341
2016-01-20,166442.0207,162292.0692,158220.9283,150312.1576,142709.6937,97517.0084,165491.8142
2016-01-21,167253.1175,163045.1751,158918.3222,150904.7325,143205.8764,97538.3527,166140.3744
2016-01-22,170683.1951,166218.1973,161844.5963,153367.3610,145242.9069,97495.6560,169680.9037
2016-01-25,168152.2036,163878.4748,159688.2061,151554.7011,143744.8263,97517.0084,166894.0180
2016-01-26,170429.1336,165984.7876,161630.7975,153189.8123,145097.8867,97495.6560,169435.4560
2016-01-27,168494.2013,164196.3545,159982.7993,151805.1549,143954.2825,97517.0084,167507.5345
2016-01-28,169412.8347,165046.7959,160767.8055,152467.2704,144503.6715,97517.0084,168173.5374
2016-01-29,173702.8507,169019.0849,164435.3137,155562.6696,147074.6315,97538.3527,172345.0260
2016-02-01,173546.5079,168870.8648,164294.9144,155437.0379,146962.6542,97495.6560,172380.0697
2016-02-02,170399.7861,165962.0183,161613.8385,153182.3472,145097.3593,97495.6560,169049.9128
2016-02-03,171396.5378,166886.0890,162468.2005,153905.8876,145701.0144,97517.0084,170066.4785
2016-02-04,171611.5756,167086.8253,162655.2091,154067.0998,145838.5413,97538.3527,170469.5910
2016-02-05,168386.7355,164104.0028,159904.3263,151750.9775,143920.1732,97538.3527,166964.1369
2016-02-08,166070.6578,161957.8950,157921.3614,150074.5272,142525.0386,97517.0084,164370.1335
2016-02-09,166119.5526,162004.9671,157966.6639,150116.4449,142563.7709,97538.3527,164159.8559
2016-02-10,166012.0337,161903.5815,157871.1893,150032.1461,142489.8209,97517.0084,164265.0184
2016-02-11,163881.6995,159931.6211,156051.3639,148498.4948,141219.2359,97538.3527,162231.8395
2016-02-12,167243.3527,163046.4665,158928.8779,150928.8776,143237.7148,97517.0084,165386.6834
2016-02-16,170048.0060,165644.0248,161327.5763,152953.7266,144919.1717,97517.0084,168401.3685
2016-02-17,172833.0943,168221.3357,163705.6129,154957.8178,146580.6371,97517.0084,171188.2226
2016-02-18,172100.1689,167545.4766,163084.3990,154438.9031,146155.1436,97538.3527,170504.6662
2016-02-19,172061.0921,167509.3361,163051.0723,154410.8497,146131.9135,97538.3527,170539.7731
2016-02-22,174523.6592,169786.8866,165151.3251,156178.8128,147595.9386,97538.3527,173028.5508
2016-02-23,172334.6653,167761.9259,163283.4154,154604.8573,146290.3754,97517.0084,170942.8697
2016-02-24,173145.8153,168513.9075,163978.6818,155193.7842,146781.9761,97538.3527,171819.2135
2016-02-25,175227.3080,170436.5828,165749.2535,156679.5362,148007.5297,97517.0084,173852.3449
2016-02-26,174904.8222,170138.5973,165474.7152,156448.8556,147816.8560,97517.0084,173712.1704
2016-02-29,173341.3058,168695.5948,164147.0406,155336.8770,146901.6028,97538.3527,172327.4568
2016-03-01,177611.7391,172598.0692,167697.6203,158230.0237,149196.1300,97009.7910,176428.9056
2016-03-02,178364.3182,173331.5563,168412.3730,158908.3700,149839.4678,97445.0343,177410.3486
2016-03-03,179018.9659,173962.2837,169019.9061,159471.6276,150361.1598,97741.4211,178286.7556
